T字ほうき,33,10
竹ぼうき,20,5
ちりとり,21,4
外ちりとり,2,1
デッキブラシ,32,5
モップ,4,2
バケツ,22,3
きり 大2小2,4,1
スコップ,1,1
熊手 大4小1,5,1
トング,5,1
台車 大5小7,12,2
のこぎり,13,2
かま,9,2
くぎ抜き,8,1
かなづち,18,5
ドライバーセット,2,1
外ほうき,7,2
スパナ,999,999
木づち,6,2
六角セット,1,1
寸胴,3,1
鍋（平）大3中3小2,8,1
鍋IH対応（平）大1小2,3,1
たこ焼き器,3,1
ガスコンロ,3,1
調理はさみ,1,1
トング,3,1
ホットプレート,2,1
