HDMI,5,1
プラグ 単色13 二色3 三色6,22,1
プラグジャック　三色１二色3,4,1
アース付プラグ,2,1
音響コード,1,1
スマホUSBコード1 USB充電コード1,2,1
延長コード,13,4
１５ピン(RGBコード),2,1
学ホ用変換コード,1,1
